# BUSCO version is: 5.3.2 
# The lineage dataset is: tetrapoda_odb10 (Creation date: 2021-02-19, number of genomes: 38, number of BUSCOs: 5310)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
198109at32523	Complete	chr4	202791875	202841636	+	404.3	218	https://www.orthodb.org/v10?query=198109at32523	zinc finger protein AEBP2
198129at32523	Complete	chr5	76199563	76239919	+	534.6	438	https://www.orthodb.org/v10?query=198129at32523	C2 domain-containing protein 2
198344at32523	Complete	chr3	225491983	225518740	-	431.1	264	https://www.orthodb.org/v10?query=198344at32523	transcription factor E2F1
198351at32523	Complete	chr4	84691388	84706011	+	423.6	273	https://www.orthodb.org/v10?query=198351at32523	free fatty acid receptor 4
198372at32523	Complete	chr3	59866654	59868333	-	464.3	387	https://www.orthodb.org/v10?query=198372at32523	transmembrane protein 200C
198375at32523	Complete	chr4	18708186	18723044	+	488.1	334	https://www.orthodb.org/v10?query=198375at32523	leucine-rich repeat-containing protein 34
198687at32523	Complete	chr6	88522830	88533246	+	554.4	314	https://www.orthodb.org/v10?query=198687at32523	peptidyl-prolyl cis-trans isomerase D
198705at32523	Complete	chr2	337509270	337510427	-	472.5	277	https://www.orthodb.org/v10?query=198705at32523	Coagulation factor II thrombin receptor like 2
198729at32523	Complete	chr3	30287889	30296403	+	549.5	310	https://www.orthodb.org/v10?query=198729at32523	G1/S-specific cyclin-E2
198743at32523	Complete	chr1	203619655	203642971	-	469.3	295	https://www.orthodb.org/v10?query=198743at32523	serum deprivation-response protein
198774at32523	Complete	chr6	35291301	35394849	+	435.0	323	https://www.orthodb.org/v10?query=198774at32523	tetratricopeptide repeat protein 29
198786at32523	Complete	chr12	2447780	2453315	+	391.1	327	https://www.orthodb.org/v10?query=198786at32523	Phospholipase A2 group III
198789at32523	Complete	chrZ	97169370	97260324	-	834.2	874	https://www.orthodb.org/v10?query=198789at32523	protein cordon-bleu
198830at32523	Complete	chr3	80553910	80565230	+	461.9	256	https://www.orthodb.org/v10?query=198830at32523	TBC1 domain family member 7
198959at32523	Complete	chr15	10731344	10733602	-	578.1	287	https://www.orthodb.org/v10?query=198959at32523	ubiA prenyltransferase domain-containing protein 1
199010at32523	Complete	chr1	125360327	125376023	+	586.9	296	https://www.orthodb.org/v10?query=199010at32523	nucleosome assembly protein 1-like 4 isoform X1
199020at32523	Complete	chr4	183214204	183215436	+	619.8	305	https://www.orthodb.org/v10?query=199020at32523	somatostatin receptor type 3
199092at32523	Duplicated	chr6	84714545	84730630	+	500.5	255	https://www.orthodb.org/v10?query=199092at32523	methylsterol monooxygenase 1
199092at32523	Duplicated	chr6	85066301	85081489	-	518.1	255	https://www.orthodb.org/v10?query=199092at32523	methylsterol monooxygenase 1
199274at32523	Complete	chr3	90957448	90958443	-	566.1	272	https://www.orthodb.org/v10?query=199274at32523	melanocortin receptor 4
199331at32523	Complete	chr1	412923178	412930235	+	362.6	252	https://www.orthodb.org/v10?query=199331at32523	rhomboid domain-containing protein 2
199337at32523	Complete	chr5	88397210	88427864	-	423.5	293	https://www.orthodb.org/v10?query=199337at32523	CXADR, Ig-like cell adhesion molecule
199379at32523	Complete	chr9	16651531	16665067	+	382.5	263	https://www.orthodb.org/v10?query=199379at32523	keratinocyte differentiation factor 1
199398at32523	Complete	chr9	16772177	16777165	-	615.3	434	https://www.orthodb.org/v10?query=199398at32523	GPI mannosyltransferase 2
199399at32523	Complete	chr1	325965802	325975975	+	543.4	344	https://www.orthodb.org/v10?query=199399at32523	protein LTV1 homolog
199406at32523	Complete	chr1	368801539	368813654	+	641.4	366	https://www.orthodb.org/v10?query=199406at32523	Acyl-CoA binding domain containing 3
199466at32523	Complete	chr4	161226913	161232150	+	445.9	261	https://www.orthodb.org/v10?query=199466at32523	Solute carrier family 35 member E3
199537at32523	Complete	chr1	31661740	31666276	+	477.7	249	https://www.orthodb.org/v10?query=199537at32523	JNK1/MAPK8-associated membrane protein
199658at32523	Complete	chr2	289824334	289927872	-	601.5	326	https://www.orthodb.org/v10?query=199658at32523	doublesex- and mab-3-related transcription factor 3
199679at32523	Complete	chr9	14710715	14750787	+	506.0	318	https://www.orthodb.org/v10?query=199679at32523	transcription factor E2F2
199737at32523	Complete	chr1	180253371	180292355	+	778.4	578	https://www.orthodb.org/v10?query=199737at32523	Membrane associated ring-CH-type finger 7
199780at32523	Missing
199785at32523	Complete	chr1	288700724	288701953	+	614.5	338	https://www.orthodb.org/v10?query=199785at32523	inactive serine protease 35
199906at32523	Complete	chr2	335801474	335814176	-	571.1	255	https://www.orthodb.org/v10?query=199906at32523	ankyrin repeat family A protein 2
200014at32523	Complete	chr6	14490683	14502784	-	396.6	228	https://www.orthodb.org/v10?query=200014at32523	4-hydroxybenzoate polyprenyltransferase, mitochondrial
200019at32523	Complete	chr12	571908	576190	-	416.8	299	https://www.orthodb.org/v10?query=200019at32523	Mevalonate kinase
200031at32523	Complete	chr1	328852465	329015675	+	496.7	258	https://www.orthodb.org/v10?query=200031at32523	uronyl 2-sulfotransferase
200054at32523	Complete	chr11	28436156	28446967	+	594.1	375	https://www.orthodb.org/v10?query=200054at32523	Adenosine deaminase, tRNA specific 1
200061at32523	Complete	chr1	422699163	422786578	+	556.2	408	https://www.orthodb.org/v10?query=200061at32523	max-binding protein MNT
200165at32523	Complete	chr1	181386157	181434708	+	543.9	258	https://www.orthodb.org/v10?query=200165at32523	26S proteasome non-ATPase regulatory subunit 14
200324at32523	Complete	chr3	190718850	190725891	-	442.4	297	https://www.orthodb.org/v10?query=200324at32523	NOP2/Sun RNA methyltransferase family member 4
200364at32523	Complete	chr1	135956828	135957973	-	592.0	314	https://www.orthodb.org/v10?query=200364at32523	flap endonuclease 1
200398at32523	Complete	chrZ	101682836	101867001	-	623.3	324	https://www.orthodb.org/v10?query=200398at32523	SH3 domain-binding protein 5
200408at32523	Complete	chrZ	61072153	61085421	+	518.8	322	https://www.orthodb.org/v10?query=200408at32523	Reticulophagy regulator family member 3
200486at32523	Complete	chr4	83526350	83592290	+	389.4	313	https://www.orthodb.org/v10?query=200486at32523	B-cell linker protein
200492at32523	Complete	chr5	109694438	109718767	+	395.4	236	https://www.orthodb.org/v10?query=200492at32523	sodium/potassium-transporting ATPase subunit beta-1
200625at32523	Complete	chr6	7234010	7248945	+	523.4	294	https://www.orthodb.org/v10?query=200625at32523	N-acetylglucosamine kinase
200661at32523	Complete	chr1	224183595	224184632	-	665.0	298	https://www.orthodb.org/v10?query=200661at32523	alpha/beta hydrolase domain-containing protein 13
200664at32523	Complete	chr9	11203962	11226432	-	415.4	280	https://www.orthodb.org/v10?query=200664at32523	Protein phosphatase 1 regulatory subunit 8
200680at32523	Complete	chr1	39255918	39257270	+	660.8	397	https://www.orthodb.org/v10?query=200680at32523	BAG family molecular chaperone regulator 5
200682at32523	Complete	chr2	101562687	101588620	-	643.7	474	https://www.orthodb.org/v10?query=200682at32523	coiled-coil domain-containing protein 66
200695at32523	Missing
200702at32523	Complete	chr15	10203054	10213345	+	688.3	425	https://www.orthodb.org/v10?query=200702at32523	heterochromatin protein 1-binding protein 3
200727at32523	Complete	chr1	395938025	395982901	-	569.3	314	https://www.orthodb.org/v10?query=200727at32523	Fanconi anemia complementation group L
200735at32523	Complete	chr6	47224746	47232484	+	597.5	339	https://www.orthodb.org/v10?query=200735at32523	cyclin-A2
200738at32523	Complete	chr14	3699879	3715864	-	528.9	268	https://www.orthodb.org/v10?query=200738at32523	serine/threonine-protein phosphatase 2A activator
200749at32523	Complete	chr1	404202626	404220730	+	409.0	264	https://www.orthodb.org/v10?query=200749at32523	F-box only protein 16
200828at32523	Complete	chr3	120585880	120654217	+	517.2	254	https://www.orthodb.org/v10?query=200828at32523	DNA-directed RNA polymerase III subunit RPC6
200853at32523	Complete	chr2	342732907	342739260	+	455.8	254	https://www.orthodb.org/v10?query=200853at32523	probable dimethyladenosine transferase
200921at32523	Complete	chr9	21566561	21567607	-	499.2	287	https://www.orthodb.org/v10?query=200921at32523	Gap junction protein
200927at32523	Complete	chr1	305421514	305422494	+	566.6	284	https://www.orthodb.org/v10?query=200927at32523	G-protein coupled receptor 6
200942at32523	Complete	chr6	24855620	24864085	-	462.3	236	https://www.orthodb.org/v10?query=200942at32523	tRNA methyltransferase 10 homolog A
200948at32523	Complete	chr4	152245367	152252933	-	551.9	282	https://www.orthodb.org/v10?query=200948at32523	tRNA-dihydrouridine(20a/20b) synthase 
201024at32523	Complete	chr3	1577147	1578370	+	584.1	317	https://www.orthodb.org/v10?query=201024at32523	activity-regulated cytoskeleton-associated protein
201028at32523	Complete	chr11	26046974	26056366	+	400.6	250	https://www.orthodb.org/v10?query=201028at32523	Methenyltetrahydrofolate synthetase domain containing
201072at32523	Complete	chr6	53852860	53864518	+	401.4	274	https://www.orthodb.org/v10?query=201072at32523	LRP2-binding protein
201210at32523	Complete	chr5	42757478	42770602	-	718.6	361	https://www.orthodb.org/v10?query=201210at32523	CCR4-NOT transcription complex subunit 11
201268at32523	Complete	chr11	21432349	21444018	+	448.8	234	https://www.orthodb.org/v10?query=201268at32523	Par-6 family cell polarity regulator alpha
201317at32523	Complete	chr1	62418758	62438582	-	644.6	437	https://www.orthodb.org/v10?query=201317at32523	basal body-orientation factor 1
201416at32523	Complete	chr12	8023683	8033779	-	444.1	235	https://www.orthodb.org/v10?query=201416at32523	Ubiquitin recognition factor in ER associated degradation 1
201510at32523	Complete	chr3	88770365	88798741	+	449.2	277	https://www.orthodb.org/v10?query=201510at32523	3-ketodihydrosphingosine reductase
201530at32523	Complete	chr12	961651	965179	-	406.8	448	https://www.orthodb.org/v10?query=201530at32523	TRAF-type zinc finger domain-containing protein 1
201577at32523	Complete	chr1	88768841	88770159	+	582.1	291	https://www.orthodb.org/v10?query=201577at32523	Harbinger transposase derived 1
201650at32523	Complete	chr1	335041914	335057732	-	575.8	328	https://www.orthodb.org/v10?query=201650at32523	pre-mRNA-splicing regulator WTAP
201677at32523	Complete	chr6	66125393	66143671	+	526.8	378	https://www.orthodb.org/v10?query=201677at32523	major facilitator superfamily domain-containing protein 10
201802at32523	Complete	chr3	201968428	201974436	-	439.6	246	https://www.orthodb.org/v10?query=201802at32523	SAM pointed domain-containing Ets transcription factor
201942at32523	Complete	chr1	39168886	39184414	+	453.5	294	https://www.orthodb.org/v10?query=201942at32523	X-ray repair cross complementing 3
201959at32523	Complete	chr1	225140480	225158260	+	700.2	530	https://www.orthodb.org/v10?query=201959at32523	histone-lysine N-methyltransferase SETDB2
202171at32523	Complete	chr4	53617816	53625490	-	410.4	253	https://www.orthodb.org/v10?query=202171at32523	4-hydroxy-2-oxoglutarate aldolase 1 
202228at32523	Complete	chr10	1274945	1279250	+	503.4	265	https://www.orthodb.org/v10?query=202228at32523	BCL2 interacting protein 2
202229at32523	Complete	chr5	131923774	131933303	+	334.1	257	https://www.orthodb.org/v10?query=202229at32523	WD repeat domain 73
202262at32523	Missing
202299at32523	Complete	chr1	84488005	84543356	-	734.2	432	https://www.orthodb.org/v10?query=202299at32523	pleckstrin homology domain-containing family D member 1
202485at32523	Complete	chr3	35980263	35998413	+	395.6	286	https://www.orthodb.org/v10?query=202485at32523	Sorting nexin 16
202759at32523	Complete	chr4	56422431	56442203	+	513.7	263	https://www.orthodb.org/v10?query=202759at32523	Sideroflexin
202849at32523	Complete	chr4	136236497	136249822	+	456.2	314	https://www.orthodb.org/v10?query=202849at32523	Megalencephalic leukoencephalopathy with subcortical cysts 1
202869at32523	Complete	chr1	386704410	386746947	-	574.4	339	https://www.orthodb.org/v10?query=202869at32523	Mitochondrial ribosomal protein S5
202878at32523	Complete	chr5	97261427	97270813	+	514.3	338	https://www.orthodb.org/v10?query=202878at32523	Acid phosphatase 6, lysophosphatidic
202915at32523	Complete	chr1	209739031	209742404	+	405.4	246	https://www.orthodb.org/v10?query=202915at32523	Chromosome 2 open reading frame 69
203062at32523	Complete	chr13	12281745	12287751	+	435.1	242	https://www.orthodb.org/v10?query=203062at32523	Glycerophosphodiester phosphodiesterase 1
203144at32523	Complete	chr3	191988093	192010692	+	631.5	388	https://www.orthodb.org/v10?query=203144at32523	vasculin-like protein 1
203181at32523	Duplicated	chr2	139200502	139229629	+	513.0	241	https://www.orthodb.org/v10?query=203181at32523	voltage-dependent anion-selective channel protein 1
203181at32523	Duplicated	chr4	110687498	110698490	-	441.5	252	https://www.orthodb.org/v10?query=203181at32523	voltage-dependent anion-selective channel protein 1
203220at32523	Complete	chr13	2183085	2205480	+	414.6	249	https://www.orthodb.org/v10?query=203220at32523	Leucine carboxyl methyltransferase 1
203233at32523	Complete	chr2	141780047	141872986	+	458.1	264	https://www.orthodb.org/v10?query=203233at32523	PDZ and LIM domain protein 4
203243at32523	Complete	chr12	668182	671915	-	456.8	236	https://www.orthodb.org/v10?query=203243at32523	uracil-DNA glycosylase
203251at32523	Complete	chr9	10761995	10777028	+	326.9	226	https://www.orthodb.org/v10?query=203251at32523	interleukin-20 receptor subunit beta
203378at32523	Complete	chr1	100018950	100039744	-	460.6	244	https://www.orthodb.org/v10?query=203378at32523	ETS homologous factor
203399at32523	Complete	chr2	251185771	251206126	-	562.1	274	https://www.orthodb.org/v10?query=203399at32523	Exoribonuclease 1
203438at32523	Complete	chr1	246279660	246288926	+	452.0	300	https://www.orthodb.org/v10?query=203438at32523	dnaJ homolog subfamily C member 18
203491at32523	Complete	chr4	122969439	123014609	+	437.0	277	https://www.orthodb.org/v10?query=203491at32523	BEN domain-containing protein 7
203499at32523	Complete	chr3	128662827	128683440	-	488.5	275	https://www.orthodb.org/v10?query=203499at32523	transcriptional adapter 1
203507at32523	Complete	chr1	82090079	82105811	-	675.4	397	https://www.orthodb.org/v10?query=203507at32523	DDB1- and CUL4-associated factor 4
203570at32523	Complete	chr4	11177131	11192717	+	451.6	230	https://www.orthodb.org/v10?query=203570at32523	zinc finger matrin-type protein 3
203582at32523	Complete	chr1	173527072	173542260	-	524.8	269	https://www.orthodb.org/v10?query=203582at32523	Methylmalonic aciduria and homocystinuria, cblD type
203588at32523	Complete	chr1	63770868	63939696	+	481.4	253	https://www.orthodb.org/v10?query=203588at32523	Solute carrier family 25 member 21
203595at32523	Complete	chr2	125556587	125581791	-	426.1	210	https://www.orthodb.org/v10?query=203595at32523	tRNA(His) guanylyltransferase
203700at32523	Complete	chr1	250877228	250991224	+	297.9	209	https://www.orthodb.org/v10?query=203700at32523	lipid droplet-associated hydrolase
203712at32523	Complete	chr12	13345704	13427891	+	423.9	297	https://www.orthodb.org/v10?query=203712at32523	radial spoke head 14 homolog
203749at32523	Complete	chr2	259192873	259206417	-	469.5	252	https://www.orthodb.org/v10?query=203749at32523	protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
203753at32523	Complete	chr2	259098101	259132624	-	698.4	336	https://www.orthodb.org/v10?query=203753at32523	E3 ubiquitin-protein ligase KCMF1
203756at32523	Complete	chr4	111675441	111683167	+	427.6	275	https://www.orthodb.org/v10?query=203756at32523	protein ZNF365
203763at32523	Complete	chr6	95556906	95557955	-	412.6	268	https://www.orthodb.org/v10?query=203763at32523	CX3C chemokine receptor 1
203774at32523	Missing
203791at32523	Complete	chr1	77546465	77619460	-	327.4	400	https://www.orthodb.org/v10?query=203791at32523	Coiled-coil domain containing 9B
203892at32523	Complete	chr10	8622125	8669976	+	406.6	216	https://www.orthodb.org/v10?query=203892at32523	DTW domain-containing protein 1
204007at32523	Complete	chr2	330902676	330922546	+	506.9	269	https://www.orthodb.org/v10?query=204007at32523	cyclin-H
204089at32523	Complete	chr4	36580845	36605291	-	472.1	284	https://www.orthodb.org/v10?query=204089at32523	mitochondrial fission factor isoform X1
